occurred_at,source,source_id,name,icon,meal,quantity,units,calories,fat,protein,carbs,saturated_fat,sugars,fibre,cholesterol,sodium
"2021-12-15 00:00:00",loseit,,Mocha,Coffee,breakfast,1,Cup,90,,,,,,,,
"2021-12-15 00:00:00",loseit,,"Chicken and bacon flatbread",Chicken,lunch,1,Serving,500,,,,,,,,
"2021-12-15 00:00:00",loseit,,"Costa Mango, Passion Fruit And Peach Smoothie",Smoothie,lunch,1,Serving,71,0.4,1,16.2,0,13.9,,,
"2021-12-15 00:00:00",loseit,,"Starter, Dough Balls",WhiteBread,dinner,0.5,Serving,174,8.4,4.15,21,5.5,0.65,1.3,,0.8
"2021-12-15 00:00:00",loseit,,"Pollo Ad Astra",Pizza,dinner,1,Serving,608,16.4,32.2,79,6.2,11,8,,
"2021-12-15 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2021-12-15 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,snacks,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-16 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-16 00:00:00",loseit,,"Spaghetti Bolognese, Homemade",Pasta,lunch,1,Serving,378,15,20,42.5,5,5,2.5,42.5,230
"2021-12-16 00:00:00",loseit,,"Caramel Latte, Full Fat, In, large",Latte,lunch,1,Serving,221,7,,,5,,,,
"2021-12-16 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,lunch,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-16 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,snacks,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2021-12-16 00:00:00",loseit,,"White Plain Rice",Rice,dinner,1,Cup,222,,,,,,,,
"2021-12-16 00:00:00",loseit,,"Doritos Chili Heatwave 200g",TortillaChip,dinner,75,Grams,373,18.68,4.58,44.48,2.25,4.58,4.2,,
"2021-12-17 00:00:00",loseit,,"Latte Large",Latte,breakfast,1,Serving,259,,,,,,,,
"2021-12-17 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-17 00:00:00",loseit,,"Chocolate Shreddies",Cereal,breakfast,40,Grams,174,,,,,,,,
"2021-12-17 00:00:00",loseit,,"Pad Thai, Chicken",Pasta,dinner,0.333,Serving,343,10.99,15.65,45.62,,,,,
"2021-12-17 00:00:00",loseit,,Edamame,BeanGreen,dinner,1,Serving,124,3.8,9.9,11.5,0,,2.48,,
"2021-12-17 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2021-12-17 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2021-12-18 00:00:00",loseit,,"Toast W Butter",Toast,breakfast,2,Servings,200,1,,,0,,,,
"2021-12-18 00:00:00",loseit,,Edamame,BeanGreen,lunch,1,Serving,124,3.8,9.9,11.5,0,,2.48,,
"2021-12-18 00:00:00",loseit,,"Bread, White And, Butter",WhiteBread,dinner,0.5,Serving,85,4.5,1.8,8.95,2.75,0.55,,,0.25
"2021-12-18 00:00:00",loseit,,"Carrot And Coriander Soup",Soup,dinner,0.25,Can,53,1.8,0.2,16.4,1.2,3.8,3.4,3.1,0.95
"2021-12-19 00:00:00",loseit,,Coke,CocaCola,breakfast,1,Serving,111,,,,,,,,
"2021-12-19 00:00:00",loseit,,"Mcdonalds 6 Piece Chicken Nuggets",Chicken,lunch,1,Serving,259,13,16,18,1.7,0.6,0.7,,
"2021-12-19 00:00:00",loseit,,"Fries, Large",FrenchFries,lunch,1,Serving,444,22.48,9.37,54.34,2.6,0.75,4.87,,0.82
"2021-12-19 00:00:00",loseit,,"Toffee Latte Large",Latte,lunch,1,Serving,241,,,,,,,,
"2021-12-19 00:00:00",loseit,,"Pie, Steak and Kidney, Single Crust, Homemade",PotPie,dinner,136,Grams,330,17.68,23.12,20.4,8.16,1.36,1.36,145.52,284.24
"2021-12-19 00:00:00",loseit,,"Cauliflower, Boiled, Drnd",Cauliflower,dinner,1,"Dry Cup",31,0,2.48,2.48,0,2.48,0,0,38.44
"2021-12-19 00:00:00",loseit,,"Broccoli, Fresh, Boiled, Drnd",Broccoli,dinner,1,"Dry Cup",48,0,7.8,0,0,0,0,0,34.32
"2021-12-19 00:00:00",loseit,,"New Potatoes Boiled",Potato,dinner,100,Grams,74,,1.8,17.5,,,,,
"2021-12-19 00:00:00",loseit,,"Twizzlers Pull 'n' Peel Cherry",Candy,snacks,10,Pieces,700,0,,160,,90,,0,450
"2021-12-20 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2021-12-20 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,lunch,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-20 00:00:00",loseit,,"Beans, Baked, Canned",BakedBeans,lunch,1,Cup,238,0.94,12.2,53.48,0.18,20.14,10.37,0,867.79
"2021-12-20 00:00:00",loseit,,"Toast W Butter",Toast,lunch,2,Servings,200,1,,,0,,,,
"2021-12-20 00:00:00",loseit,,"Deep pan ham and pineapple pizza",Pizza,dinner,0.5,Serving,399,8.4,18.8,60.2,3.5,7.6,3.3,,
"2021-12-20 00:00:00",loseit,,"Heavenly Chocolate Delight",Chocolate,dinner,1,Serving,95,,,,,,,,
"2021-12-20 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2021-12-20 00:00:00",loseit,,"Candy, Twizzlers, Bites",Candy,snacks,20,Pieces,165,0.77,0.77,38.46,0,20,0,0,107.69
"2021-12-21 00:00:00",loseit,,"Chicken Caesar Wrap",Wrap,lunch,1,Package,444,20.8,16.9,46.3,3.4,3.2,2,,1200
"2021-12-21 00:00:00",loseit,,"Bottle Of Coke 500ml",CocaCola,lunch,1,Bottle,210,,,54,,54,,,
"2021-12-21 00:00:00",loseit,,"Homemade Curry",Curry,dinner,1,Serving,333,,,,,,,,
"2021-12-21 00:00:00",loseit,,"Mini Naan",PitaSandwich,dinner,0.5,Serving,70,1.25,1.9,12.55,0.5,2.4,0.65,,76
"2021-12-21 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,snacks,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-22 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2021-12-22 00:00:00",loseit,,"Nesquick Cereal Chocolate Balls",Cereal,breakfast,30,Grams,111,,,,,,,,
"2021-12-22 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-22 00:00:00",loseit,,"Mentos, Fruit",Candy,lunch,1,Package,140,0,0,42,0,28,0,0,0
"2021-12-22 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,lunch,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-22 00:00:00",loseit,,"Homemade Curry",Curry,lunch,0.5,Serving,167,,,,,,,,
"2021-12-22 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,dinner,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-22 00:00:00",loseit,,"Milky Bar Yoghurt",Yogurt,dinner,1,Serving,86,4.1,,,2.6,,,,
"2021-12-22 00:00:00",loseit,,"Milky Bar Yoghurt",Yogurt,dinner,1,Serving,86,4.1,,,2.6,,,,
"2021-12-22 00:00:00",loseit,,"Slow Cooker Beef Casserole",Beef,dinner,1,Serving,300,,,,,,,,
"2021-12-22 00:00:00",loseit,,"Cheese String",Cheese,snacks,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2021-12-22 00:00:00",loseit,,Walkers,PotatoChip,snacks,1,Serving,109,3.4,1.7,17.2,0.3,1.9,,,
"2021-12-23 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-23 00:00:00",loseit,,"Nesquick Cereal Chocolate Balls",Cereal,breakfast,30,Grams,111,,,,,,,,
"2021-12-23 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,lunch,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-23 00:00:00",loseit,,"Slow Cooker Beef Casserole",Beef,lunch,1,Serving,300,,,,,,,,
"2021-12-23 00:00:00",loseit,,"Milky Bar Yoghurt",Yogurt,lunch,1,Serving,86,4.1,,,2.6,,,,
"2021-12-23 00:00:00",loseit,,"Milky Bar Yoghurt",Yogurt,lunch,1,Serving,86,4.1,,,2.6,,,,
"2021-12-23 00:00:00",loseit,,"Quiche, Lorraine, Homemade",Quiche,dinner,80,Grams,286,20.8,12,13.6,8.8,1.6,0.8,82.4,470.4
"2021-12-23 00:00:00",loseit,,"Heinz baked beans",BakedBeans,dinner,1,Can,157,0.4,9.4,25,0,9.4,7.4,0,0
"2021-12-23 00:00:00",loseit,,"Baby New Potatoes",Potato,dinner,4,Pieces,213,0.13,0.67,6.93,,,,,
"2021-12-23 00:00:00",loseit,,"Aero Chocolate Mousse",Yogurt,dinner,57,Grams,94,3.54,2.61,12.95,2.34,12.46,,,114
"2021-12-23 00:00:00",loseit,,"Cheese String",Cheese,dinner,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2021-12-23 00:00:00",loseit,,Coke,CocaCola,snacks,1,Serving,111,,,,,,,,
"2021-12-23 00:00:00",loseit,,"M&Ms Brownie (102g Pack) DM",Brownie,snacks,68,Grams,317,11.56,2.92,49.64,7.48,44.88,,,119.68
"2021-12-24 00:00:00",loseit,,"Nesquick Cereal Chocolate Balls",Cereal,breakfast,30,Grams,111,,,,,,,,
"2021-12-24 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-24 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-24 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,lunch,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-24 00:00:00",loseit,,"Beans, Baked, Canned",BakedBeans,lunch,1,Cup,238,0.94,12.2,53.48,0.18,20.14,10.37,0,867.79
"2021-12-24 00:00:00",loseit,,"Bread, White And, Butter",WhiteBread,lunch,1,Serving,170,9,3.6,17.9,5.5,1.1,,,0.5
"2021-12-24 00:00:00",loseit,,"Bacon Rashers, Back, Grilled",Bacon,lunch,2,Pieces,155,11.88,12.42,0,4.32,0,0,40.5,750.6
"2021-12-24 00:00:00",loseit,,"Potato Gratin",Potato,lunch,0.5,Serving,102,,,,,,,,
"2021-12-24 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,lunch,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-24 00:00:00",loseit,,Pastabake,Pasta,dinner,1,Serving,404,19,14,41,,10,,,488
"2021-12-24 00:00:00",loseit,,"Aero Chocolate Mousse",Yogurt,dinner,57,Grams,94,3.54,2.61,12.95,2.34,12.46,,,114
"2021-12-24 00:00:00",loseit,,Coke,CocaCola,snacks,1,Serving,111,,,,,,,,
"2021-12-25 00:00:00",loseit,,"Chocolate, Hot Chocolate, Instant",Chocolate,breakfast,15,Grams,63,1.74,1.19,10.41,1.23,8.88,0.36,,0.29
"2021-12-25 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-25 00:00:00",loseit,,"Nesquick Cereal Chocolate Balls",Cereal,breakfast,30,Grams,111,,,,,,,,
"2021-12-25 00:00:00",loseit,,"Ham Sandwich",Sandwich,lunch,1,Serving,250,,,,,,,,
"2021-12-25 00:00:00",loseit,,"Cheese String",Cheese,lunch,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2021-12-25 00:00:00",loseit,,"Fruit Winders",FruitLeather,lunch,1,Serving,67,1.4,,,0.6,6.3,,,0.2
"2021-12-25 00:00:00",loseit,,Yoghurt,Yogurt,lunch,1,Serving,170,,,,,,,,
"2021-12-25 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,lunch,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-25 00:00:00",loseit,,"Roast Potatoes",Potato,dinner,1,Serving,151,4.16,2.89,27.24,0.27,1.12,1.95,,50.54
"2021-12-25 00:00:00",loseit,,"Brussels Sprouts, Boiled in Unsalted Water",BrusselSprout,dinner,1,"Dry Cup",55,1.56,4.68,6.24,0,4.68,,0,3.12
"2021-12-25 00:00:00",loseit,,"Cauliflower, With Cheese",Cauliflower,dinner,1,Serving,17,0.5,0.9,2.2,0.2,1.5,,,0.4
"2021-12-25 00:00:00",loseit,,"Yorkshire Pudding, Homemade",Casserole,dinner,36,Grams,91,3.96,2.88,10.8,1.8,1.44,9.36,23.4,28.8
"2021-12-25 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,1,"Dry Cup",46,1.6,1.6,9.6,0,9.6,4.8,0,46.4
"2021-12-25 00:00:00",loseit,,"Broccoli, Fresh, Boiled, Drnd",Broccoli,dinner,1,"Dry Cup",48,0,7.8,0,0,0,0,0,34.32
"2021-12-25 00:00:00",loseit,,"Roast Parsnip",Parsnip,dinner,1,Cup,400,,,,,,,,
"2021-12-25 00:00:00",loseit,,"Caramel Latte, Skimmed, In, Med",Coffee,snacks,1,Serving,152,0.5,10.3,26.9,0.3,26.4,0,0,300
"2021-12-26 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-26 00:00:00",loseit,,"Golden Nuggets with 125ml Semi-Skimmed milk",Cereal,breakfast,1,Serving,174,2.5,6.6,31,1.3,13,1.4,,0.37
"2021-12-26 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2021-12-26 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,lunch,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-26 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,dinner,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-26 00:00:00",loseit,,"Roast Chicken",Chicken,dinner,60,Grams,105,4.8,12,3.4,1.3,0.5,0.6,,
"2021-12-26 00:00:00",loseit,,Coleslaw.,Coleslaw,dinner,1,Tablespoon,91,,,,,,,,
"2021-12-26 00:00:00",loseit,,"Ham, Sliced",Pork,dinner,0.5,Piece,16,1,2,0.5,0.5,0,0,4.5,220
"2021-12-26 00:00:00",loseit,,"Potato Gratin",Potato,dinner,0.25,Serving,51,,,,,,,,
"2021-12-26 00:00:00",loseit,,"Cucumber, Common, Unpeeled",Cucumber,dinner,1,Each,31,0,2.6,2.6,0,2.6,0,0,26
"2021-12-26 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,1,"Dry Cup",46,1.6,1.6,9.6,0,9.6,4.8,0,46.4
"2021-12-26 00:00:00",loseit,,"Fizzy Balla Stixx",Snack,snacks,160,Grams,603,6.56,2.88,134.4,,99.2,,,
"2021-12-27 00:00:00",loseit,,Coleslaw.,Coleslaw,breakfast,1,Tablespoon,91,,,,,,,,
"2021-12-27 00:00:00",loseit,,"Smoked Gamon Steaks",Pork,breakfast,75,Grams,137,6.7,18.1,1,,,,,
"2021-12-27 00:00:00",loseit,,"Juice Drink, Orange",Juice,breakfast,200,Milliliters,10,0,0,1.6,0,1.6,0,0,0
"2021-12-27 00:00:00",loseit,,"Ham Sandwich",Sandwich,lunch,1,Serving,250,,,,,,,,
"2021-12-27 00:00:00",loseit,,"Sweet and Sour Chicken and Noodles",StirFryNoodles,dinner,1,Serving,546,9.7,,,2.2,10.5,,,180
"2021-12-27 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2021-12-27 00:00:00",loseit,,"Cucumber, Common, Unpeeled",Cucumber,lunch,1,Each,31,0,2.6,2.6,0,2.6,0,0,26
"2021-12-27 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,lunch,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2021-12-27 00:00:00",loseit,,"Aero Chocolate Mousse",Yogurt,dinner,57,Grams,94,3.54,2.61,12.95,2.34,12.46,,,114
"2021-12-27 00:00:00",loseit,,"Cheese String",Cheese,dinner,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2021-12-28 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2021-12-28 00:00:00",loseit,,"Gingerbread Latte Without Whipped Cream, Venti, Skimmed Milk",Latte,breakfast,1,Serving,266,0.5,15.9,49.3,0,47,0,,1.2
"2021-12-28 00:00:00",loseit,,"Cheese, Cheddar Mild, Grated",Cheese,lunch,1,Ounce,121,10.45,6.89,0,6.89,0,0,0,197.7
"2021-12-28 00:00:00",loseit,,"Bavarian Smoked Cheese 150g",Cheese,lunch,50,Grams,168,13.5,10.5,1,9.33,1,0,,0.4
"2021-12-28 00:00:00",loseit,,"Turkey Breast Steaks",Turkey,lunch,130,Grams,186,1,44,,0.3,0.2,,,
"2021-12-28 00:00:00",loseit,,"Hot Chocolate",Coffee,snacks,1,Serving,61,,,,,,,,
"2021-12-28 00:00:00",loseit,,Popodoms,Default,dinner,1,Each,67,,,,,,,,
"2021-12-28 00:00:00",loseit,,"Chutney, Mango, Sweet",Relish,dinner,2,Tablespoons,60,0,0.32,15.14,0,14.51,,0,410.9
"2021-12-28 00:00:00",loseit,,"Onions, Raw",Onion,dinner,1,"Dry Cup",40,0,1.15,9.2,0,6.9,2.3,0,3.45
"2021-12-28 00:00:00",loseit,,"Mixed Fruit Cider",Cider,dinner,500,Milliliters,320,,1.52,72.73,,,,,
"2021-12-28 00:00:00",loseit,,"Breaded Chicken Goujons",Chicken,dinner,2,Pieces,200,9.33,8.8,9.27,1.4,0.47,0.33,,0.27
"2021-12-28 00:00:00",loseit,,"Chicken Biriyani",Rice,dinner,0.5,Each,200,,,,,,,,
"2021-12-28 00:00:00",loseit,,"Bread, Naan",Tortilla,dinner,1,Piece,135,,,,,,,,
"2021-12-29 00:00:00",loseit,,"99p Cheeseburger",Hamburger,lunch,1,Serving,201,,,,,,,,
"2021-12-29 00:00:00",loseit,,"Mcdonalds Medium Coke",Juice,lunch,1,Serving,170,0,0,42,0,42,0,,
"2021-12-29 00:00:00",loseit,,"Coke bottle",CocaCola,snacks,1,Bottle,240,,,,,,,,
"2021-12-29 00:00:00",loseit,,"Cheese And Onion",PotatoChip,snacks,1,Package,161,8.7,1.8,18.2,0.7,0.9,1.4,,390
"2021-12-29 00:00:00",loseit,,"Chicken Biriyani",Rice,dinner,0.5,Each,200,,,,,,,,
"2021-12-29 00:00:00",loseit,,"Bread, White, French Stick",WhiteBread,dinner,1,Slice,79,0.6,2.7,16.8,0,0.9,0.9,0,120
"2021-12-29 00:00:00",loseit,,"Coke bottle",CocaCola,dinner,1,Bottle,240,,,,,,,,
"2021-12-29 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,dinner,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-30 00:00:00",loseit,,"Cappucino, Grande Skinny",Coffee,breakfast,16,Ounces,80,0,8,12,0,10,0,5,90
"2021-12-30 00:00:00",loseit,,"Glass of Pepsi",CocaCola,lunch,12,Ounces,150,,,41,,41,,,30
"2021-12-30 00:00:00",loseit,,"Glass of Pepsi",CocaCola,lunch,12,Ounces,150,,,41,,41,,,30
"2021-12-30 00:00:00",loseit,,"Bacon Wrapped Gammon Joint With Honey Glaze",Pork,lunch,100,Grams,190,10,23,1.7,3.9,1.2,0.5,,2700
"2021-12-30 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,snacks,330,Milliliters,97,0,0,23.76,0,23.76,,,0
"2021-12-30 00:00:00",loseit,,"Pigs in blankets",Dish,dinner,3,Pieces,171,13.2,10.5,2.4,28.2,0,1.5,0,0
"2021-12-30 00:00:00",loseit,,"Potatoes, Roast",Potato,dinner,0.5,Serving,129,2.2,2.85,24.55,0.45,1,,,0.3
"2021-12-30 00:00:00",loseit,,"Breaded Chicken Goujons",Chicken,dinner,1,Piece,100,4.67,4.4,4.63,0.7,0.23,0.17,,0.13
"2021-12-30 00:00:00",loseit,,"Smoked Gamon Steaks",Pork,dinner,75,Grams,137,6.7,18.1,1,,,,,
"2021-12-30 00:00:00",loseit,,"Doritos Chili Heatwave 200g",TortillaChip,dinner,75,Grams,373,18.68,4.58,44.48,2.25,4.58,4.2,,
"2021-12-30 00:00:00",loseit,,"Fizzy Cola laces",Candy,snacks,3,Each,720,,,,,,,,
"2021-12-31 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2021-12-31 00:00:00",loseit,,"Hot Dog",Hotdog,lunch,1,Serving,284,18,12,1.5,7.5,0,0,,603
"2021-12-31 00:00:00",loseit,,"Shake, Rolo, Premium",MilkShakeChocolate,lunch,1,Serving,706,26.95,0,122.91,14.74,115.5,,66,162.1
"2021-12-31 00:00:00",loseit,,"Mixed Fruit Cider",Cider,dinner,500,Milliliters,320,,1.52,72.73,,,,,
"2021-12-31 00:00:00",loseit,,Bucksfizz,Default,dinner,1,Serving,96,,,,,,,,
"2021-12-31 00:00:00",loseit,,"Salsa Dip",DipRed,dinner,50,Grams,19,0.25,0.85,3.5,0.5,2.85,0.75,,650
"2021-12-31 00:00:00",loseit,,Nachos,TortillaChip,dinner,1,Serving,346,,,,,,,,
"2022-01-01 00:00:00",loseit,,"Nutella B-ready",Cookie,breakfast,1,Serving,96,4.6,1.6,11.6,1.6,8.5,,,
"2022-01-01 00:00:00",loseit,,"Mini Gingerbread Man",Cookie,breakfast,1,Serving,15,0.4,0.2,2.7,0.2,1.8,,,0
"2022-01-01 00:00:00",loseit,,"Large Skinny Cappuccino",Coffee,breakfast,1,Serving,118,,1102,,,,,,
"2022-01-01 00:00:00",loseit,,"Hot Chocolate",Coffee,lunch,1,Serving,61,,,,,,,,
"2022-01-01 00:00:00",loseit,,"Pizza Hut",Default,dinner,1,Serving,100,,,,,,,,
"2022-01-01 00:00:00",loseit,,"Pizza Hut",Default,dinner,1,Serving,100,,,,,,,,
"2022-01-01 00:00:00",loseit,,"Glass of Pepsi",CocaCola,dinner,12,Ounces,150,,,41,,41,,,30
"2022-01-01 00:00:00",loseit,,"Glass of Pepsi",CocaCola,dinner,12,Ounces,150,,,41,,41,,,30
"2022-01-02 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2022-01-02 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2022-01-02 00:00:00",loseit,,Coke,CocaCola,dinner,1,Serving,111,,,,,,,,
"2022-01-02 00:00:00",loseit,,"Burger, British Steak, W/ Bacon & Cheese",Hamburger,dinner,0.5,Serving,632,30.99,15.4,43.5,10.85,39.39,2.11,419.34,381.69
"2022-01-02 00:00:00",loseit,,"Chips In Pub",FrenchFries,dinner,1,Serving,400,,,,,,,,
"2022-01-02 00:00:00",loseit,,"Bread, Garlic and Herb, Retail",Toast,dinner,2,Slices,209,10.2,4.2,27,5.4,1.8,1.8,18.6,285.6
"2022-01-03 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2022-01-03 00:00:00",loseit,,"Chocolate Shreddies",Cereal,breakfast,40,Grams,174,,,,,,,,
"2022-01-03 00:00:00",loseit,,"Oat Milk",Milk,breakfast,100,Milliliters,35,0.1,1,6.5,,4,0.8,,
"2022-01-03 00:00:00",loseit,,"Ham And Cheese Toastie",Toast,lunch,1,Serving,367,17.3,,32.6,10,,,,
"2022-01-03 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2022-01-03 00:00:00",loseit,,"Frozen White Fish Fillets",Fish,dinner,2,Pieces,68,0.33,15.33,0.67,0.7,0.33,0.4,,0.19
"2022-01-03 00:00:00",loseit,,"White Plain Rice",Rice,dinner,1,Cup,222,,,,,,,,
"2022-01-03 00:00:00",loseit,,"Nutella B-ready",Cookie,dinner,1,Serving,96,4.6,1.6,11.6,1.6,8.5,,,
"2022-01-03 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2022-01-04 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2022-01-04 00:00:00",loseit,,"Chocolate Shreddies",Cereal,breakfast,40,Grams,174,,,,,,,,
"2022-01-04 00:00:00",loseit,,"Oat Milk",Milk,breakfast,100,Milliliters,35,0.1,1,6.5,,4,0.8,,
"2022-01-04 00:00:00",loseit,,"Fruit Winders",FruitLeather,lunch,1,Serving,67,1.4,,,0.6,6.3,,,0.2
"2022-01-04 00:00:00",loseit,,"Cheese String",Cheese,lunch,1,Stick,61,4.5,4.6,0.5,2.8,,,,
"2022-01-04 00:00:00",loseit,,"Roast Chicken",Chicken,lunch,60,Grams,105,4.8,12,3.4,1.3,0.5,0.6,,
"2022-01-04 00:00:00",loseit,,"Ham And Cucumber Sandwich",Sandwich,lunch,0.5,Serving,60,,,,,,,,
"2022-01-04 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,dinner,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2022-01-05 00:00:00",loseit,,"Orange Juice, Chilled",OrangeJuice,breakfast,250,Milliliters,90,0,2.5,22.5,0,22.5,0,0,2.5
"2022-01-05 00:00:00",loseit,,"Double Up Strawberry & Vanilla",Yogurt,breakfast,85,Grams,88,2.1,5,11.8,1.4,11.4,,,
"2022-01-05 00:00:00",loseit,,"Choc Chip Munchy Bars",Bar,lunch,1,Each,138,4.6,2.2,21,2.5,9.9,1.3,,120
"2022-01-05 00:00:00",loseit,,"Pasta Bolognaise",Pasta,dinner,1,Serving,300,,,,,,,,
"2022-01-05 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2022-01-05 00:00:00",loseit,,"Mango And Passion Fruit Smoothie 750ml",Mango,lunch,250,Milliliters,134,0.1,0.6,12.2,,12.2,1.1,,
"2022-01-05 00:00:00",loseit,,"Smooth Orange Juice",OrangeJuice,snacks,330,Milliliters,125,0,2.31,27,0,25.74,,,0
"2022-01-06 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,150,Milliliters,69,3,6,7.5,1.5,7.5,0,9,64.5
"2022-01-06 00:00:00",loseit,,"Nesquick Cereal Chocolate Balls",Cereal,breakfast,30,Grams,111,,,,,,,,
"2022-01-06 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
